,original_title,release_year,budget,revenue,profit
7045,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,2004,10000000,1461989,-8538011
7046,Home on the Range,2004,110000000,103951461,-6048539
7047,Hidalgo,2004,100000000,108103450,8103450
7049,Fahrenheit 9/11,2004,6000000,119114517,113114517
7050,Win a Date with Tad Hamilton!,2004,17000000,16980098,-19902
7051,White Chicks,2004,37000000,113086475,76086475
7052,Hotel Rwanda,2004,17500000,38000000,20500000
7054,Walking Tall,2004,56000000,57223890,1223890
7055,Twisted,2004,50000000,25195000,-24805000
7059,Team America: World Police,2004,32000000,50907422,18907422
7065,Sideways,2004,16000000,109502303,93502303
7066,Without a Paddle,2004,19000000,69631118,50631118
7068,Starsky & Hutch,2004,60000000,170268750,110268750
7070,Confessions of a Teenage Drama Queen,2004,15000000,29331068,14331068
7071,The Village,2004,60000000,256697520,196697520
7072,The Whole Ten Yards,2004,40000000,26155781,-13844219
7073,The Passion of the Christ,2004,30000000,611899420,581899420
7074,Anacondas: The Hunt for the Blood Orchid,2004,20000000,70992898,50992898
7075,Ray,2004,40000000,124731534,84731534
7076,Dirty Dancing: Havana Nights,2004,25000000,27685016,2685016
7080,Wimbledon,2004,31000000,41512007,10512007
7081,Taking Lives,2004,45000000,65470529,20470529
7084,The Phantom of the Opera,2004,70000000,154648887,84648887
7086,Garden State,2004,2500000,26781723,24281723
7089,Exorcist: The Beginning,2004,80000000,78000586,-1999414
7091,Wicker Park,2004,30000000,13001257,-16998743
7093,The Life Aquatic with Steve Zissou,2004,50000000,34808403,-15191597
7094,Around the World in 80 Days,2004,110000000,72178895,-37821105
7095,Barbershop 2:  Back in Business,2004,18000000,65070412,47070412
7102,The Forgotten,2004,42000000,117575636,75575636
7103,Surviving Christmas,2004,45000000,14793624,-30206376
7114,Flight of the Phoenix,2004,45000000,21009180,-23990820
7116,Godsend,2004,25000000,30114487,5114487
7119,Friday Night Lights,2004,30000000,61255921,31255921
7122,Raising Helen,2004,50000000,49718611,-281389
7126,Paparazzi,2004,20000000,16605763,-3394237
7129,Raise Your Voice,2004,15000000,14867514,-132486
7132,Vanity Fair,2004,23000000,16123851,-6876149
7135,Deux frÃ¨res,2004,74500000,62172050,-12327950
7142,Torque,2004,40000000,46546197,6546197
7143,Miracle,2004,28000000,64445708,36445708
7145,Mindhunters,2004,27000000,21148829,-5851171
7152,Soul Plane,2004,16000000,14822346,-1177654
7155,Club Dread,2004,8500000,5001655,-3498345
7159,Suspect Zero,2004,27000000,13000000,-14000000
7161,The Big Bounce,2004,50000000,6808550,-43191450
7167,Mr. 3000,2004,30000000,21800302,-8199698
7169,Connie and Carla,2004,20000000,11341016,-8658984
7172,Spartan,2004,19250000,8112712,-11137288
7173,Agent Cody Banks 2: Destination London,2004,26000000,28818995,2818995
7174,Johnson Family Vacation,2004,12000000,31179516,19179516
7179,A Home at the End of the World,2004,6500000,1548955,-4951045
7180,Little Black Book,2004,35000000,22034832,-12965168
7183,Against the Ropes,2004,39000000,6614280,-32385720
7192,A Dirty Shame,2004,15000000,1914166,-13085834
7197,Ladder 49,2004,60000000,74541707,14541707
7205,Catch That Kid,2004,18000000,16702864,-1297136
7206,Il cartaio,2004,2600000,1479042,-1120958
7221,Riding Giants,2004,2600000,3166000,566000
7225,Mean Creek,2004,500000,603943,103943
7228,We Don't Live Here Anymore,2004,3000000,2037545,-962455
7234,Welcome to Mooseport,2004,30000000,14000000,-16000000
7244,Never Die Alone,2004,3000000,5923000,2923000
7250,Narco,2004,823258,823258,0
7269,The Godfather,1972,6000000,245066411,239066411
7270,Deliverance,1972,2000000,46122355,44122355
7271,Conquest of the Planet of the Apes,1972,1800000,9700000,7900000
7273,Frenzy,1972,3500000,12600000,9100000
7278,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972,2000000,18016290,16016290
7284,The Poseidon Adventure,1972,5000000,84563118,79563118
7288,The Getaway,1972,3352254,58831997,55479743
7309,The Empire Strikes Back,1980,18000000,538400000,520400000
7310,The Shining,1980,19000000,44017374,25017374
7311,Airplane!,1980,3500000,83453539,79953539
7312,The Blues Brothers,1980,27000000,115229890,88229890
7313,The Blue Lagoon,1980,4500000,58853106,54353106
7314,Raging Bull,1980,18000000,23000000,5000000
7315,Superman II,1980,54000000,108185706,54185706
7316,Friday the 13th,1980,550000,59754601,59204601
7318,Flash Gordon,1980,35000000,27107960,-7892040
7319,The Elephant Man,1980,5000000,26010864,21010864
7324,The Fog,1980,1000000,21378361,20378361
7326,Caddyshack,1980,6000000,39846344,33846344
7327,Dressed to Kill,1980,6500000,31899000,25399000
7328,Used Cars,1980,8000000,11715321,3715321
7332,Heaven's Gate,1980,44000000,3484331,-40515669
7343,Altered States,1980,15000000,19853892,4853892
7348,American Gigolo,1980,4800000,22743674,17943674
7352,Atlantic City,1980,7200000,12729678,5529678
7355,Stardust Memories,1980,10000000,10389003,389003
7361,Prom Night,1980,1000000,14796236,13796236
7367,Battle Beyond the Stars,1980,2000000,11000000,9000000
7370,Xanadu,1980,20000000,22471595,2471595
7371,The Long Riders,1980,10000000,15795189,5795189
7387,Pirates of the Caribbean: At World's End,2007,300000000,961000000,661000000
7388,Harry Potter and the Order of the Phoenix,2007,150000000,938212738,788212738
7389,Ratatouille,2007,150000000,623722818,473722818
7390,The Bourne Ultimatum,2007,70000000,442824138,372824138
7391,No Country for Old Men,2007,25000000,171600000,146600000
7392,I Am Legend,2007,150000000,585349010,435349010
7393,National Treasure: Book of Secrets,2007,130000000,457363168,327363168
7394,Spider-Man 3,2007,258000000,890871626,632871626
7395,The Mist,2007,18000000,57096190,39096190
7396,Stardust,2007,70000000,135560026,65560026
7397,Death Proof,2007,25000000,25037897,37897
7398,Live Free or Die Hard,2007,110000000,383531464,273531464
7399,Rush Hour 3,2007,140000000,258022233,118022233
7400,Into the Wild,2007,15000000,56255142,41255142
7401,300,2007,65000000,422610419,357610419
7402,Ghost Rider,2007,110000000,228738393,118738393
7403,Juno,2007,7500000,231411584,223911584
7404,Bridge to Terabithia,2007,60000000,137587063,77587063
7405,Shooter,2007,61000000,95696996,34696996
7406,Atonement,2007,30000000,129266061,99266061
7407,There Will Be Blood,2007,25000000,76181545,51181545
7409,American Gangster,2007,100000000,266465037,166465037
7411,Shrek the Third,2007,160000000,798958165,638958165
7412,Sweeney Todd: The Demon Barber of Fleet Street,2007,50000000,152000000,102000000
7413,Superbad,2007,20000000,169860655,149860655
7414,Alvin and the Chipmunks,2007,60000000,361366633,301366633
7415,Bee Movie,2007,150000000,287594577,137594577
7416,Meet the Robinsons,2007,150000000,169332978,19332978
7417,P.S. I Love You,2007,30000000,156835339,126835339
7418,Knocked Up,2007,30000000,219076518,189076518
7419,The Number 23,2007,30000000,77566815,47566815
7421,4: Rise of the Silver Surfer,2007,130000000,289047763,159047763
7422,Enchanted,2007,85000000,340487652,255487652
7423,Zodiac,2007,65000000,84785914,19785914
7425,Ocean's Thirteen,2007,85000000,311312624,226312624
7426,TMNT,2007,34000000,95608995,61608995
7427,The Simpsons Movie,2007,75000000,527068851,452068851
7428,Charlie Wilson's War,2007,75000000,119000410,44000410
7429,28 Weeks Later,2007,15000000,64238440,49238440
7430,The Kingdom,2007,70000000,86658558,16658558
7431,Aliens vs Predator: Requiem,2007,40000000,41797066,1797066
7432,Sunshine,2007,50000000,32017803,-17982197
7433,Mr. Bean's Holiday,2007,25000000,229736344,204736344
7434,Mr. Brooks,2007,20000000,41637263,21637263
7435,30 Days of Night,2007,30000000,75505973,45505973
7436,The Golden Compass,2007,180000000,372234864,192234864
7439,88 Minutes,2007,30000000,16930884,-13069116
7440,The Brave One,2007,70000000,69766619,-233381
7441,Disturbia,2007,20000000,117760134,97760134
7442,Lions for Lambs,2007,35000000,63215872,28215872
7443,3:10 to Yuma,2007,55000000,70016220,15016220
7444,August Rush,2007,25000000,66122026,41122026
7445,Awake,2007,86000000,14373825,-71626175
7446,War,2007,25000000,40452643,15452643
7448,Evan Almighty,2007,175000000,173000000,-2000000
7449,I Now Pronounce You Chuck & Larry,2007,85000000,186072214,101072214
7450,Next,2007,70000000,18211013,-51788987
7452,Premonition,2007,20000000,84146832,64146832
7454,Saw IV,2007,10000000,139352633,129352633
7455,Fred Claus,2007,100000000,97838349,-2161651
7457,Hairspray,2007,50000000,90450008,40450008
7460,Shoot 'Em Up,2007,39000000,26820641,-12179359
7461,Eastern Promises,2007,51500000,55112356,3612356
7462,Beowulf,2007,70000000,195735876,125735876
7463,No Reservations,2007,28000000,92601050,64601050
7465,The Heartbreak Kid,2007,60000000,127766650,67766650
7466,Surf's Up,2007,85000000,149044513,64044513
7467,1408,2007,25000000,94679598,69679598
7468,Hitman,2007,24000000,99965753,75965753
7469,The Game Plan,2007,22000000,147880543,125880543
7471,Grindhouse,2007,67000000,25037897,-41962103
7472,Run Fatboy Run,2007,10000000,33000000,23000000
7473,The Messengers,2007,16000000,1109660,-14890340
7474,Transformers,2007,150000000,709709780,559709780
7475,The Bucket List,2007,45000000,175372502,130372502
7476,Hostel: Part II,2007,10200000,35619521,25419521
7479,The Hitcher,2007,10000000,25399945,15399945
7482,I Know Who Killed Me,2007,12000000,9620399,-2379601
7483,Halloween,2007,15000000,80253908,65253908
7484,Becoming Jane,2007,16500000,37311672,20811672
7486,Funny Games,2007,15000000,7938872,-7061128
7488,Elizabeth: The Golden Age,2007,25000000,74237563,49237563
7491,The Invasion,2007,80000000,15071514,-64928486
7494,Before the Devil Knows You're Dead,2007,18000000,25005257,7005257
7496,Daddy Day Camp,2007,6000000,18197398,12197398
7498,Waitress,2007,2000000,22179430,20179430
7501,P2,2007,8000000,7766240,-233760
7502,Resident Evil: Extinction,2007,45000000,147717833,102717833
7503,Diary of the Dead,2007,2000000,5364858,3364858
7504,The Assassination of Jesse James by the Coward Robert Ford,2007,30000000,14711793,-15288207
7505,A Mighty Heart,2007,16000000,18928871,2928871
7507,The Reaping,2007,40000000,62771059,22771059
7509,Perfect Stranger,2007,60795000,73090611,12295611
7510,KatyÅ„,2007,5200000,14723313,9523313
7512,Norbit,2007,60000000,95673607,35673607
7513,Music and Lyrics,2007,40000000,145896422,105896422
7514,Rendition,2007,27500000,24748670,-2751330
7515,Flawless,2007,20000000,6819587,-13180413
7521,In the Valley of Elah,2007,23000000,29541790,6541790
7523,Good Luck Chuck,2007,25000000,59192128,34192128
7526,Epic Movie,2007,20000000,86865564,66865564
7528,In the Land of Women,2007,10000000,17500000,7500000
7531,Battle for Terra,2007,4000000,6101046,2101046
7532,The Nanny Diaries,2007,20000000,47738099,27738099
7534,The Great Debaters,2007,15000000,30226144,15226144
7538,Freedom Writers,2007,21000000,41170784,20170784
7540,The Invisible,2007,30000000,26810113,-3189887
7546,We Own the Night,2007,21000000,54926886,33926886
7547,The Kite Runner,2007,20000000,73276047,53276047
7548,Vacancy,2007,19000000,35300645,16300645
7549,Dan in Real Life,2007,25000000,68377859,43377859
7551,Sydney White,2007,16500000,13620075,-2879925
7555,Captivity,2007,17000000,2626800,-14373200
7557,License to Wed,2007,35000000,69307224,34307224
7558,I Could Never Be Your Woman,2007,24000000,9576495,-14423505
7561,Michael Clayton,2007,25000000,92991835,67991835
7562,Lars and the Real Girl,2007,12000000,11293663,-706337
7565,The Water Horse,2007,45000000,103071443,58071443
7566,Death Sentence,2007,20000000,16974459,-3025541
7576,The Lookout,2007,16000000,5367030,-10632970
7585,Sicko,2007,9000000,24538513,15538513
7586,Pathfinder,2007,45000000,30822861,-14177139
7587,Gone Baby Gone,2007,19000000,34619699,15619699
7595,Walk Hard: The Dewey Cox Story,2007,35000000,18317151,-16682849
7601,Things We Lost in the Fire,2007,16000000,2849142,-13150858
7612,Reign Over Me,2007,20000000,22222308,2222308
7613,Love in the Time of Cholera,2007,45000000,4607608,-40392392
7617,I'm Not There.,2007,20000000,4001121,-15998879
7620,Gracie,2007,9000000,2955039,-6044961
7630,Earth,2007,15000000,109000000,94000000
7638,The Last Legion,2007,67000000,25303038,-41696962
7643,Whisper,2007,12000000,5285197,-6714803
7653,My Blueberry Nights,2007,10000000,21786738,11786738
7654,You Kill Me,2007,4000000,2426851,-1573149
7665,The Darjeeling Limited,2007,16000000,24377151,8377151
7667,Stomp the Yard,2007,13000000,75511123,62511123
7668,Virgin Territory,2007,38000000,5410749,-32589251
7675,Dead Silence,2007,20000000,22217407,2217407
7697,Battle in Seattle,2007,8000000,908847,-7091153
7707,Son of Rambow,2007,4000000,6870249,2870249
7708,I Think I Love My Wife,2007,11000000,13196245,2196245
7717,Hannibal Rising,2007,50000000,82169884,32169884
7733,Why Did I Get Married?,2007,15000000,55184721,40184721
7739,Ji jie hao,2007,16000000,34786960,18786960
7761,Daddy's Little Girls,2007,10000000,31609243,21609243
7785,Reno 911!: Miami,2007,10000000,20342161,10342161
7797,Code Name: The Cleaner,2007,20000000,10337477,-9662523
7819,No End in Sight,2007,2000000,1431623,-568377
7825,Alien,1979,11000000,104931801,93931801
7826,Apocalypse Now,1979,31500000,83471511,51971511
7828,Star Trek: The Motion Picture,1979,35000000,139000000,104000000
7829,Moonraker,1979,34000000,210300000,176300000
7830,Life of Brian,1979,4000000,20045115,16045115
7833,Rocky II,1979,7000000,200182160,193182160
7834,Caligola,1979,17500000,23438120,5938120
7839,Escape from Alcatraz,1979,8000000,43000000,35000000
7842,The Black Hole,1979,20000000,35841901,15841901
7847,The Concorde... Airport '79,1979,14000000,13015688,-984312
7848,Kramer vs. Kramer,1979,8000000,106260000,98260000
7851,1941,1979,35000000,31755742,-3244258
7854,Breaking Away,1979,2300000,20000000,17700000
7860,The Black Stallion,1979,2700000,37799643,35099643
7882,The Terminator,1984,6400000,78371200,71971200
7883,Indiana Jones and the Temple of Doom,1984,28000000,333000000,305000000
7884,Ghostbusters,1984,30000000,295212467,265212467
7885,Gremlins,1984,11000000,153083102,142083102
7886,The Neverending Story,1984,27000000,20158808,-6841192
7887,Beverly Hills Cop,1984,15000000,316360478,301360478
7889,Amadeus,1984,18000000,51973029,33973029
7890,The Karate Kid,1984,8000000,90815558,82815558
7891,A Nightmare on Elm Street,1984,1800000,25504513,23704513
7892,Conan the Destroyer,1984,18000000,31042035,13042035
7893,2010,1984,28000000,40400657,12400657
7894,Dune,1984,40000000,30925690,-9074310
7895,Romancing the Stone,1984,10000000,86572238,76572238
7896,Police Academy,1984,4500000,81198894,76698894
7898,Star Trek III: The Search for Spock,1984,18000000,87000000,69000000
7900,Footloose,1984,8200000,80035402,71835402
7902,Repo Man,1984,1500000,2300000,800000
7906,Starman,1984,22000000,28744356,6744356
7907,Bachelor Party,1984,6000000,38435947,32435947
7911,Sixteen Candles,1984,6500000,23686027,17186027
7912,The Killing Fields,1984,14400000,34700291,20300291
7913,Night of the Comet,1984,3000000,14418922,11418922
7916,The Last Starfighter,1984,15000000,28733290,13733290
7918,Sheena,1984,25000000,5778353,-19221647
7920,Splash,1984,8000000,69821334,61821334
7921,"Paris, Texas",1984,1746964,2181987,435023
7922,Body Double,1984,10000000,8801940,-1198060
7924,City Heat,1984,25000000,38348988,13348988
7927,The Cotton Club,1984,58000000,25928721,-32071279
7930,Top Secret!,1984,9000000,20458340,11458340
7936,Purple Rain,1984,7200000,68392977,61192977
7938,Missing in Action,1984,2550000,22812411,20262411
7940,The Natural,1984,28000000,47951979,19951979
7942,Children of the Corn,1984,800000,14000000,13200000
7946,A Passage to India,1984,8000000,27187653,19187653
7947,Streets of Fire,1984,14500000,8089290,-6410710
7948,Stop Making Sense,1984,1200000,4978922,3778922
7968,C.H.U.D.,1984,1250000,3412497,2162497
7969,Ghoulies,1984,1000000,35000000,34000000
7971,Best Defense,1984,18000000,19265302,1265302
7975,Razorback,1984,5500000,801000,-4699000
7978,Broadway Danny Rose,1984,8000000,10600497,2600497
7987,Return of the Jedi,1983,32350000,572700000,540350000
7988,Scarface,1983,25000000,65884703,40884703
7989,Never Say Never Again,1983,36000000,160000000,124000000
7990,Octopussy,1983,27500000,183700000,156200000
7992,Superman III,1983,39000000,75800000,36800000
7993,Trading Places,1983,40600000,90400000,49800000
7994,WarGames,1983,12000000,79567667,67567667
7995,National Lampoon's Vacation,1983,15000000,61399552,46399552
7996,Jaws 3,1983,20500000,87987055,67487055
8000,Sudden Impact,1983,22000000,67642693,45642693
8001,Risky Business,1983,6200000,63541777,57341777
8002,The Right Stuff,1983,27000000,21500000,-5500000
8005,Mickey's Christmas Carol,1983,3000000,21000000,18000000
8009,The Outsiders,1983,10000000,25697647,15697647
8010,Porky's II: The Next Day,1983,6500000,33759266,27259266
8015,Yentl,1983,12000000,30400000,18400000
8016,Blue Thunder,1983,22000000,42313354,20313354
8017,The Dead Zone,1983,10000000,20766616,10766616
8023,Flashdance,1983,4000000,92921203,88921203
8028,Twilight Zone: The Movie,1983,10000000,29450919,19450919
8032,Rumble Fish,1983,10000000,2494480,-7505520
8033,Staying Alive,1983,22000000,64892670,42892670
8034,Lone Wolf McQuade,1983,5000000,12232628,7232628
8036,Psycho II,1983,5000000,34725000,29725000
8039,Videodrome,1983,5952000,2120439,-3831561
